candidate_id,Start time,End time,Email address,I confirm that I have read the above information and acknowledge it.,"Do you consent to the processing of personal data regarding your email address for the purpose of carrying out the research project titled ""XPM: eXplainable Predictive Maintenance"" and archiving, in accordance with the European Parliament and Council Regulation (EU) 2016/679 of April 27, 2016 (General Data Protection Regulation) and in accordance with the information clause attached to your consent?",Do you consent to participate in the survey?,How would you rate your knowledge about wild edible and poisonous mushrooms?,How do you primarily recognize wild edible mushrooms?,How can you mainly recognize wild poisonous or inedible mushrooms?  ,Where does your knowledge about wild mushrooms come from?  ,Do you ever collect wild mushrooms?,I do not have objections to:,"What are your skills in data visualization, such as creating charts, infographics, etc.? (Select up to two answers).",How do you rate your skills in data analysis?  ,Where do you have your skills in data visualization from?  ,What features should a well-made data visualization have in your opinion?,"Based on the chart, are you able to determine the features that most often appear on its right side and suggest a strong influence on classifying the mushroom as poisonous? Please respond and provide these features.  ","Looking at the following visualization, are you able to determine which changes in characteristics, according to the counterfactual analysis, have the greatest impact on changing the classification of a mushroom from poisonous to edible or vice versa? Please answer by describing these changes.",Provide the name(s) of the study program(s) you are currently enrolled in:,"Do you consent to participate in testing XAI techniques? You can withdraw later if you change your mind. The research will be conducted from December 19, 2023, to February 25, 2024, at the Faculty of Management and Social Communication at Jagiellonian University, in the Institute of Information Studies at Jagiellonian University. If you give preliminary consent, we will ask you to provide a contact email address to which we will send a form for scheduling a specific date and time for the study. Participants in the qualitative research will receive gifts.",participant_id,comment
12,1.11.24 22:32:57,1.11.24 22:42:06,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the fact that there is a sponge under the cap.,By the fact that there is a gill under the cap.  ,From grandparents and from a mushroom guide.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,Definitely high.  ,Studies; Courses;  ,"Answering the informational needs of the presented topic, adapted to the audience, the means of visualization should correspond to the subject of visualization  ",These are the first three answers from the top  ,"This mushroom is poisonous because it doesn't change color or release latex when damaged; if it were edible, it would probably change color or release latex. Another determinant is the smooth or long stem.  ",Information Management  ,Yes.,,
13,1.12.24 8:06:06,1.12.24 8:09:55,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"By the fact that under the ""roof"" they are solid and don’t have gills.",That they have gills under the cap.  ,From school.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;Eatinginging mushrooms that I picked myself.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,Studies;  ,Readable  ,Height of the stem  ,No  ,Information Management  ,Yes.,,
14,1.12.24 10:27:34,1.12.24 10:35:41,anonymous,I confirm.,I consent.,Yes.,Definitely high.  ,By the tubes/sponge and color.,"Shape, gills, color, sometimes smell.  ","Passed down from family, from books, from friends, from the internet.  ","Yes, often.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;,I have no skills in this area.  ,Studies;  ,"Readable, non-chaotic  ",.  ,.  ,Information Management  ,No.,,
15,1.12.24 10:23:06,1.12.24 10:49:47,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They have a spongy underside of the cap or tubes.,They have gills on the underside of the cap.  ,From my parents.  ,"Yes, rarely.  ",Eatinginging mushrooms picked by a family member or close friend.;Eatinginging mushrooms bought at a store.;Eatinginging mushrooms bought at the market or at a roadside stall.;Eatinginging mushrooms that I picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,Studies;  ,present all necessary data in a transparent and as visually attractive way as possible  ,"Height of the stem, diameter of the cap, width of the stem, no color change or exudation of milk in reaction to damage, gill density  ","The way the gills attach to the stem - attached gills occur in poisonous mushrooms, poisonous mushrooms have a wider stem, bulbous stem base, and shiny stem surface, hymenophore type - without a veil.  ",Information Management  ,No.,,
17,1.12.24 13:38:49,1.12.24 13:55:48,anonymous,I confirm.,I consent.,Yes.,Low.  ,"The mushroom cap can help us; if there is a sponge undernEatingh, the mushroom is probably edible (though this is not always the case).","You can taste the mushroom with the tip of your tongue; if it is bitter, it should not be Eatingen. If the mushroom has gills under the cap, it is probably poisonous.  ","Passed down to me by my grandparents, basic biology information from middle school.  ","No, never.  ",Eatinginging mushrooms picked by a family member or close friend.;,I cannot interpret visualizations.;I cannot create visualizations.;,Average.  ,Work;  ,It should be simple and understandable  ,"Height-stem-cm, diameter-cap-cm, width-stem-mm  ",No  ,Electronic Information Processing  ,No.,,
18,1.12.24 13:59:07,1.12.24 14:02:46,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"On the underside, if it is spongy and not gilled, the mushroom is probably edible.","As above - if it has gills, it is poisonous. The same applies to strange mushroom colors or if it grows on a tree or wall.  ","Internet, minimal experience with mushroom picking with others, more experienced.  ","No, never.  ",I don't want to answer.;,I cannot interpret visualizations.;,I can't assess.  ,I don't have such skills.;  ,.,.  ,.  ,Electronic Information Processing  ,Yes.,,
19,1.12.24 14:36:45,1.12.24 14:43:49,anonymous,I confirm.,I consent.,Yes.,Low.  ,I don't know.,They have gills under the cap.  ,From grandpa.  ,"No, never.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms bought at the market or at a roadside stall.;Eatinginging mushrooms picked by a family member or close friend.;,I cannot create visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,transparent  ,"Height of the stem, diameter of the cap, and changes color or exudes milk in reaction to damage, does not change color or lacks milk  ",Everything listed under modified value are features of poisonous mushrooms.  ,Psychology  ,No.,,
21,1.12.24 14:45:38,1.12.24 14:49:49,anonymous,I confirm.,I consent.,Yes.,Low.  ,By the sponge.,By the gills.  ,From my parents.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms bought at the market or at a roadside stall.;Eatinginging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,Studies;  ,"Readability, simplicity  ","Height of the stem, diameter of the cap, width of the stem  ",I don’t know what counterfactual analysis is.  ,Psychology  ,Yes.,,
22,1.12.24 14:42:38,1.12.24 14:50:33,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the gills under the cap. I simply recognize them because I roughly know what the edible mushrooms I collect look like and what the poisonous ones look like.,By the gills under the cap - they are more widely spaced. Also by shape and rings on the stem.  ,From home.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;Eatinginging mushrooms that I picked myself.;,I cannot create visualizations.;I cannot interpret visualizations.;,Low.,I don't have such skills.;,well-done and readable chart  ,I can’t determine this from the chart  ,From edible to poisonous: gills attached to the stem are overgrown; the stem has the widest width; the stem base is bulbous and shiny; the hymenophore is without a veil.  ,Psychology  ,Yes.,,
25,1.12.24 14:51:12,1.12.24 14:51:54,anonymous,I confirm.,I consent.,Yes.,,,,,,Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;Eatinginging mushrooms that I picked myself.;,,,,,,,,,,
26,1.12.24 14:53:40,1.12.24 14:56:45,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,Sponges under the cap.,"Gills, color (like the toadstool).  ","Parents, grandparents.  ","No, never.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms bought at the market or at a roadside stall.;Eatinginging mushrooms picked by a family member or close friend.;Eatinginging mushrooms offered by a stranger.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies;  ,Readable  ,Height of the stem  ,I don’t know.  ,Practical Psychology  ,No.,,
27,1.12.24 15:00:30,1.12.24 15:06:30,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know.  ,-  ,"No, never.  ",Eatinginging mushrooms bought at a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,Readability  ,I can’t  ,I am unable to.  ,Psychology  ,Yes.,,
28,1.12.24 15:08:47,1.12.24 15:14:23,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By appearance.,By structure.  ,From family.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Primary school; Studies;  ,Transparency  ,"Changes color or exudes milk in reaction to damage, does not change color or lacks milk, diameter of the cap, width of the stem, diameter of the cap  ",I can't  ,Psychology  ,Yes.,,
31,1.13.24 5:22:23,1.13.24 5:29:59,anonymous,I confirm.,I consent.,Yes.,Low.  ,Probably by the fact that they have sponges and not gills under the cap.,Bright colors and spots on the cap.  ,From my dad.  ,"Yes, often.  ",Eatinginging mushrooms bought at a store.;Eatinginging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,Studies;  ,it should be readable and simple  ,"Yes, height of the stem, diameter of the cap, width of the stem  ",No  ,Information Management  ,Yes.,,
32,1.13.24 23:43:13,1.13.24 23:52:17,anonymous,I confirm.,I consent.,Yes.,Low.  ,They have a sponge under the cap.,They have gills under the cap.  ,From my grandparents and parents.  ,"Yes, rarely.  ",Eatinginging mushrooms bought at a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,Studies;  ,Well-chosen colors and readable structure  ,"Height of the stem, lacks milk  ",No  ,Information Management  ,No.,,
33,1.14.24 22:31:57,1.14.24 22:39:06,anonymous,I confirm.,I consent.,Yes.,Low.  ,By the tubes under the cap.,By strange smell and gills.  ,From parents and grandparents.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies; Work;  ,"readability, intuitiveness  ","Height of the stem, diameter of the cap, width of the stem  ","The way the gills attach to the stem, stem width, stem base, stem surface, type of hymenophore.  ",Applied Psychology  ,Yes.,,
35,1.17.24 13:03:54,1.17.24 13:08:08,anonymous,I confirm.,I consent.,Yes.,Low.  ,By the smooth underside of the mushroom cap.,By the gills on the underside of the cap.  ,From generation to generation.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"transparent, readable, faithful to reality",This graphic is very unreadable  ,"No, because the text is too close to each other, and it is monochromatic.  ",Electronic Information Processing  ,Yes.,,
36,1.17.24 14:58:53,1.17.24 15:03:18,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"Gills, color.",Color.  ,From life.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;,Average.  ,Studies;  ,.  ,.  ,.  ,Management  ,No.,,
37,1.18.24 9:27:20,1.18.24 9:44:22,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,"By the structure under the cap—i.e., the ""sponge.""","By the structure under the cap - i.e., ""gills.""  ",From family.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies;  ,"Minimalism, readability, transparency  ","No, I’m not able to. On the presented chart, the bottom legend is cut off.  ","Referring to my own knowledge, I cannot determine whether any of the above features may define the edibility of the mushroom.  ",FBU  ,Yes.,,
38,1.19.24 11:24:34,1.19.24 11:27:19,anonymous,I confirm.,I consent.,Yes.,I can't assess.  ,They grow in the forest.,Sponge or gills.  ,From school.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;,I cannot create visualizations.;I cannot interpret visualizations.;,Average.  ,I don't have such skills.;  ,it should be transparent  ,I can’t determine  ,No  ,Business Purchasing Management  ,Yes.,,
39,1.22.24 10:29:39,1.22.24 10:44:05,anonymous,I confirm.,I consent.,Yes.,Low.  ,"By their underside gills; if they have strands like a champignon, they are edible. Of course, there are exceptions, such as chanterelles, which do not have gills but are edible.","Also by the gill from undernEatingh, there is no string, and probably by the color, like the toadstool, the more attractive it looks, the more likely it is poisonous.  ",From high school biology lessons and TikTok.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,I can't assess.  ,Work; Studies;  ,"It should not be too long or too short, but better short than long, it should contain colorful images but not too many and not in different shades, everything must match color-wise so it doesn't clash and doesn't evoke discomfort. Key words must be included, preferably underlined or bolded, for people like me who have trouble catching the most important information. Well-made data visualization should also be supported by examples, preferably funny but not exaggerated, to make it easier to remember, and at the very end, sources should be listed for those who are more interested in the topic.  ","I think that general information is provided here on what to pay attention to when selecting mushrooms, at the end of the names, units like cm, dense, sparse, mm, yellow, lack are given, influencing whether the wave from unit 0.0 goes to the left or right, which influences whether the mushroom is likely to be poisonous or not. Red indicates high probability of being poisonous, blue low poisonous  ",-  ,Information Management  ,Yes.,,
40,1.22.24 10:49:39,1.22.24 11:10:46,anonymous,I confirm.,I consent.,Yes.,Average.  ,"By the color and shape of the gills; they usually have neutral, beige colors.","By color and gills or lack thereof; often instead of gills, the underside is spongy.  ",From family mushroom picking trips.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Transparent, contains key data, understandable, describing what the data means  ","Does not change color or lacks milk, height of the stem, diameter of the cap, width of the stem  ","The way the gills attach to the stem (whether attached or not), stem width, its surface (smooth or shiny), and type of hymenophore (veil).  ",Information Management  ,No.,,
41,1.22.24 21:42:44,1.22.24 21:51:40,anonymous,I confirm.,I do not consent..,Yes.,Low.  ,A smooth cap.,Gills under the cap.  ,"From my dad and from friends, from guides.  ","Yes, rarely.  ",Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;,Average.  ,Studies;  ,"Clearly presents information, mainly using keywords  ",Width of the stem and diameter of the cap  ,"Gills become attached, the stem widens, the stem surface changes from smooth to shiny, hymenophore without a veil.  ",Applied Psychology  ,No.,,
42,1.22.24 21:43:17,1.22.24 21:54:14,anonymous,I confirm.,I consent.,Yes.,Average.  ,"They do not have gills; when cut and placed, they are not bitter.","Usually gills under the cap, bitter when cut and licked.  ","From mushroom pickers’ messages, mushroom guidebooks, reading and watching films about mushrooms on the internet.  ","Yes, rarely.  ",Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;Eatinging mushrooms that I have picked myself.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,I don't want to answer.;  ,"clearly, evenly, there should be harmony  ",Height of the stem  ,Pass  ,b  ,No.,,
45,1.24.24 9:52:50,1.24.24 10:15:06,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"By appearance, smell, and shape.","Some can be recognized by appearance, but some look identical to edible mushrooms. Therefore, you need to be careful.  ","Mainly from the internet, because I am not interested in mushrooms myself.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;I can interpret advanced visualizations.;,High.  ,"Studies; Own experience, creating graphics;  ","Transparent, aesthetic, readable, the purpose of the visualization should be clear  ","Height of the stem, width of the stem, changes color or exudes milk in reaction to damage, does not change color or lacks milk, no gills, method of gill attachment to the stem, gill density, method of gill attachment to the stem  ","Change in color in reaction to damage, attached gills to the stem, bulbous stem base, shiny stem surface, hymenophore type without a veil, stem width 40mm.  ",Information Management  ,No.,,
46,1.24.24 11:26:10,1.24.24 11:38:42,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They grow in the forest and are not red.,They are red.  ,From the fairy tale about the fly agaric.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,Definitely high.  ,Studies; Work;  ,It must be readable  ,Probably not  ,Rather not  ,Tourism and Sports Management  ,Yes.,,
47,1.25.24 13:18:15,1.25.24 13:27:32,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By whether they have a spongy underside.,Whether they have gills 😁  ,From elementary school.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I cannot create visualizations.;,Average.  ,I don't have such skills.;  ,transparent  ,I can’t  ,I am unable to.  ,Film Studies  ,No.,,
49,1.25.24 23:56:24,1.26.24 0:00:37,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the caps (colors) and whether they have a sponge undernEatingh or tubes.,Answer as above.  ,From guides and family knowledge.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;,Average.  ,I don't have such skills.;  ,It should be clear and easy to read  ,No  ,No  ,Cultural Heritage Protection  ,No.,,
50,1.25.24 23:56:51,1.26.24 0:05:51,anonymous,I confirm.,I consent.,Yes.,Average.  ,I don't know.,I don't know.  ,"From family traditions, mainly from grandparents.  ","Yes, rarely.  ",Eatinging mushrooms that I have picked myself.;Eatinging mushrooms offered to me by a stranger.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Studies; Courses; Work;  ,"It should be transparent, meaning easy to read for any recipient  ","Yes, it’s height of the stem in the range of 0.5 to 1.0 and above, and width of the stem in the range up to about 0.2  ",.  ,ODK  ,No.,,
51,1.26.24 9:05:07,1.26.24 9:08:38,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know.  ,From nowhere.  ,"No, never.  ",I don't want to answer.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Simple, easy to read  ",No  ,No  ,Media and Advertising Management  ,No.,,
52,1.26.24 9:04:47,1.26.24 9:11:35,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,Probably by the number of lines under the cap.,By being red with spots.  ,From what I once heard or saw.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;,I can interpret advanced visualizations.;I can create simple visualizations.;,High.  ,Studies;  ,Be transparent and in color  ,"Gill density, color change, height of the stem, diameter of the cap, width of the stem,  ","The way the gills attach to the stem, stem width, stem base, stem surface, type of hymenophore.  ",Management of Culture and Media  ,Yes.,,
53,1.26.24 9:07:28,1.26.24 9:11:43,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the spongy structure of the mushroom's underside.,By the stringy structure on the underside of the mushroom.  ,"From elementary school, from the internet.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,I don't have such skills.;  ,"Transparency in the presented information, the simplest way to present the data  ",No  ,No  ,Media and Advertising Management  ,No.,,
55,1.26.24 12:07:47,1.26.24 12:41:43,anonymous,I confirm.,I consent.,Yes.,Average.  ,"Most edible mushrooms have tubes under the cap, only some have gills. Edibility can also be recognized by proper appearance (size, color), smell, and consistency characteristic of the species.","By the gills under the cap (in most cases), distinctive color, or elements that often serve to deter (like toadstools: red cap color with white spots or green color) and other fEatingures specific to the species - size, color, smell, consistency.  ","From general knowledge: from family, friends, from the internet.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Studies;  ,"It should be transparent, with clearly defined, non-overlapping colors (or shades of gray) and a clear description/legend.  ","I think I can determine - these will be the features whose SHAP value is higher than 0: height of the stem in cm, diameter of the cap in cm, width of the stem in mm.  ","The biggest impact on the mushroom classification change is marked with ""*"" and commented in the ""modified value"" column: the way the gills attach to the stem, stem width, stem base, stem surface, and type of hymenophore.  ",Contemporary Culture Management  ,Yes.,,
56,1.26.24 12:47:52,1.26.24 14:37:40,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,No white spots on the mushroom; the underside is spongy.,White spots on the mushroom.  ,"From home, from overheard conversations with grandparents.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Simplicity of the data and its readability, clearly presented factors  ",No  ,No  ,Management of Cultural Organizations  ,Yes.,,
57,1.26.24 14:39:09,1.26.24 14:42:02,anonymous,I confirm.,I do not consent..,Yes.,I can't assess.  ,Color.,They have something like mold.  ,From school.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;,I cannot interpret visualizations.;,Definitely low.  ,I don't have such skills.;  ,Consistency  ,I can’t  ,I am unable to  ,Spanish Philology  ,No.,,
58,1.26.24 15:15:05,1.26.24 15:22:33,anonymous,I confirm.,I consent.,Yes.,Low.  ,I don't know.,I don't know.  ,From family.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can interpret simple visualizations.;,Low.  ,I don't have such skills.;  ,"readability, transparency  ","Height of the stem, width of the stem, diameter of the cap  ",I don’t know  ,Spanish Philology  ,No.,,
59,1.26.24 15:18:24,1.26.24 15:24:28,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They do not have gills undernEatingh.,They have gills undernEatingh.  ,Parents.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I cannot create visualizations.;I cannot interpret visualizations.;,I have no skills in this area.  ,I don't have such skills.;  ,I don't know  ,No  ,No  ,Spanish Philology  ,No.,,
60,1.26.24 15:15:46,1.26.24 15:31:55,anonymous,I confirm.,I do not consent..,Yes.,Low.  ,"By appearance, color, and structure.",Appearance.  ,From other people.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I can interpret simple visualizations.;I can create simple visualizations.;,I can't assess.  ,I don't want to answer.;  ,"Readability, transparency, simplicity  ",Probably not  ,"The way the gills attach to the stem, stem appearance.  ",Spanish Philology  ,No.,,
61,1.26.24 17:10:48,1.26.24 17:13:40,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,I don't know.,I don't know.  ,I don't have it.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;,I can create simple visualizations.;I can interpret simple visualizations.;,I have no skills in this area.  ,I don't have such skills.;  ,"Readable, simple.  ",Definitely not  ,I am unable to.  ,Spanish Philology  ,Yes.,,
62,1.26.24 18:35:21,1.26.24 18:48:26,anonymous,I confirm.,I do not consent..,Yes.,Definitely low.  ,I don't know.,By color.  ,"I don’t have that knowledge, maybe a little from biology textbooks in early education stages.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,"high school education, self-education on websites;  ","transparency (through colors, shapes, placement), appropriate amount of data (no information overload), aesthetics and neatness, correctness of the content  ","Height of the stem, diameter of the cap  ","Attachment of gills to the stem, bulbous stem base, shiny stem surface, hymenophore type without a veil – neither of the two graphs is very clear and readable to me, especially the one above.  ",Spanish Philology  ,No.,,
63,1.26.24 21:07:04,1.26.24 21:13:44,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,I don't know.,I don't know.  ,I don’t have that knowledge.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies;  ,"readability, aesthetics, no overloading with unnecessary information, relation of the graphic to the described topic  ","No, it’s very hard to read, I don’t want to put in that much effort to decipher it, it would Yese too much time, and besides, the ""-"" between words irritates me  ","This is not a visualization! This is a chaotic text with an unpleasant, machine-like font.  ",Information Management  ,No.,,
65,1.26.24 23:34:52,1.26.24 23:42:46,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By the type of underside of the mushroom.,By the type of mushroom's underside.  ,I don't have that knowledge. It has never interested me.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I cannot create visualizations.;I can interpret simple visualizations.;,I have no skills in this area.  ,I don't have such skills.;  ,It should be transparent and readable.  ,I can't do it.  ,"The biggest impact comes from changes in the way the gills attach to the stem, its width, changes in the base and surface, and the type of hymenophore.  ",Spanish Philology  ,No.,,
66,1.27.24 15:13:14,1.27.24 15:22:29,anonymous,I confirm.,I consent.,Yes.,I can't assess.  ,"Whether they have gills or a sieve, but there are also poisonous mushrooms similar to edible ones and vice versa.","Most often, they are untouched by animals.  ","I’m not sure, from childhood, from books, from a mushroom game, family stories.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret advanced visualizations.;,High.  ,Studies; Work;  ,"It should be readable, relatively easy to understand  ","Large height of the stem, large diameter of the cap, and yellow color of the cap  ","Cap diameter, the way the gills attach to the stem.  ",Journalism and Social Communication  ,Yes.,,
67,1.28.24 18:10:35,1.28.24 18:50:38,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They are often nibbled by worms or snails.,They often have specific colors.  ,From a friend.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,I can't assess.  ,Studies;  ,"readable, conveying all necessary information, representative of the issue  ",Height of the stem in cm  ,"The way the gills attach to the stem, stem base, type of hymenophore.  ",Film Studies and Knowledge of New Media  ,No.,,
68,1.28.24 19:43:11,1.28.24 19:46:49,anonymous,I confirm.,I consent.,Yes.,Average.  ,I don't know.,By bright colors.  ,.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;,I can interpret simple visualizations.;I cannot create visualizations.;,Low.  ,I don't have such skills.;  ,I don't know  ,No  ,No  ,Spanish Philology  ,No.,,
69,1.28.24 19:55:17,1.28.24 19:58:21,anonymous,I confirm.,I consent.,Yes.,Average.  ,By poop.,"By the gills, hoho.  ",From grandma.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;I can create simple visualizations.;,High.  ,I don't want to answer.;  ,it should be readable  ,nmoe  ,I don’t understand.  ,Pedophilology xdddd  ,Yes.,,
70,1.29.24 9:08:21,1.29.24 10:09:35,anonymous,I confirm.,I do not consent..,Yes.,Low.  ,"The cap must be undamaged, not crumbling.",By white spots on the cap and intense smell.  ,From my mushroom-picking granddad and ChatGPT.  ,"Yes, rarely.  ",Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,High school;  ,be attractively and transparently presented  ,"No, I can’t, because the chart lacks data on features appearing on the right side, there’s no distinction between sides  ","According to this graph, I cannot determine because this graph doesn’t contain data about such classification; from my own experience, I can say that the only such feature is the change in stem surface from smooth to shiny.  ",Spanish Philology  ,No.,,
